brand,model,launch_year,km_driven,launch_price,current_price
Hyundai,Venue,2019,51629,1290011,543680
Hyundai,Venue,2023,24524,1225734,981722
Honda,City,2017,66847,1037427,363099
Tata,Punch,2025,22299,856065,806853
Mahindra,XUV300,2021,25002,1273117,869352
Tata,Harrier,2020,92030,1786439,1145040
Honda,City,2025,56631,1067300,994670
Hyundai,Creta,2016,54937,1344875,470706
Maruti,Brezza,2023,73128,1074180,852471
Tata,Harrier,2024,24192,1887199,1671268
Tata,Nexon,2015,114253,1186716,415350
Maruti,Baleno,2018,26062,838576,293501
Hyundai,i20,2015,96527,827498,289624
Honda,Civic,2021,115412,1813030,817842
Honda,Amaze,2017,55095,803280,428246
Tata,Nexon,2024,50630,1205349,1032042
Hyundai,Creta,2022,26306,1359175,895647
Honda,Amaze,2022,41000,841751,578355
Maruti,Baleno,2019,98196,912949,545152
Mahindra,XUV300,2024,89018,1338805,1105707
Mahindra,Thar Roxx,2015,119353,1903884,706090
Mahindra,Scorpio,2023,67991,1672659,1416839
Tata,Harrier,2015,87867,1764436,617552
Tata,Harrier,2019,59066,1722580,806340
Tata,Harrier,2019,21573,1885724,660003
Mahindra,Scorpio,2017,107258,1667018,583456
Hyundai,Creta,2016,60429,1466537,513287
Hyundai,i20,2016,103952,755178,264312
Mahindra,Scorpio,2016,82499,1564574,547600
Hyundai,i20,2016,26184,773535,270737
Hyundai,Creta,2019,20397,1385817,485035
Tata,Punch,2024,72365,983970,811822
Mahindra,XUV300,2018,95416,1211275,423946
Tata,Nexon,2021,31921,1134258,609165
Tata,Nexon,2019,13956,1202978,518911
Tata,Nexon,2024,70295,1215078,958277
Tata,Harrier,2022,104867,1867078,1212162
Hyundai,Venue,2018,105082,1294659,453130
Hyundai,Venue,2015,93404,1229325,430263
Maruti,Swift,2022,87227,768083,526710
Honda,City,2022,25307,1139481,855284
Mahindra,Scorpio,2020,37738,1506267,585847
Hyundai,Creta,2015,37155,1475928,516574
Maruti,Brezza,2022,10199,1059977,571760
Hyundai,i20,2018,75345,893622,382472
Honda,Amaze,2025,36413,775535,699216
Maruti,Baleno,2017,44807,869345,381356
Honda,Civic,2018,85793,1811793,959978
Tata,Nexon,2015,12868,1243647,435276
Maruti,Baleno,2025,49216,827449,753412
Honda,Civic,2021,33384,1843578,869769
Honda,Amaze,2018,106667,900275,315096
Hyundai,Creta,2015,22913,1377677,482186
Hyundai,Creta,2023,26172,1348370,917065
Hyundai,i20,2022,88630,700443,403501
Honda,Civic,2018,61950,1897643,664175
Tata,Punch,2015,61886,962286,336800
Honda,Civic,2016,74740,1748604,612011
Honda,Amaze,2015,80309,803067,281073
Mahindra,Scorpio,2019,114162,1638992,573647
Honda,Amaze,2022,104774,946089,536646
Maruti,Brezza,2018,70297,1147401,660196
Tata,Punch,2019,18692,815690,285491
Mahindra,Scorpio,2024,92804,1543659,1255373
Tata,Nexon,2021,87649,1148523,676782
Maruti,Baleno,2023,109398,831889,676406
Tata,Harrier,2019,109578,1820784,637274
Mahindra,XUV300,2022,53088,1347164,891644
Tata,Harrier,2016,81857,1746947,611431
Honda,Amaze,2022,105941,840450,447014
Honda,City,2019,118630,1055481,369418
Tata,Nexon,2021,43555,1188368,535464
Honda,City,2024,65492,1138715,957348
Hyundai,Creta,2021,80684,1443169,593934
Mahindra,Scorpio,2025,107993,1607873,1509422
Maruti,Swift,2025,90124,753892,673631
Hyundai,Venue,2018,105756,1276007,714300
Mahindra,Scorpio,2019,82409,1630438,726197
Hyundai,Venue,2024,93201,1207925,1044372
Tata,Punch,2017,43259,849383,444312
Tata,Punch,2018,67780,951747,407449
Mahindra,Scorpio,2016,103167,1606567,562298
Honda,Amaze,2022,100841,767511,554467
Honda,Civic,2016,75926,1721775,602621
Mahindra,Scorpio,2018,80391,1578344,552420
Maruti,Swift,2021,70350,775156,332229
Honda,Civic,2021,65542,1821128,800669
Hyundai,Creta,2016,92290,1303131,456095
Maruti,Baleno,2024,32375,871801,733205
Tata,Punch,2024,117716,916179,708441
Mahindra,XUV300,2023,72663,1346018,1033874
Hyundai,Venue,2015,97191,1128211,394873
Mahindra,Thar Roxx,2020,46184,1833482,936364
Mahindra,Scorpio,2018,117465,1647893,576762
Tata,Nexon,2017,83344,1127183,394514
Honda,Amaze,2020,98808,763158,267105
Hyundai,i20,2017,16113,888785,311074
Mahindra,Scorpio,2020,39476,1522680,843757
Tata,Harrier,2015,84584,1702210,650584
Tata,Harrier,2022,5232,1739108,1346411
Honda,Amaze,2017,49033,828976,290141
Maruti,Brezza,2022,9741,1006466,625183
Tata,Nexon,2017,75514,1205668,540140
Hyundai,Creta,2017,21042,1386478,485267
Tata,Nexon,2023,82002,1260652,979949
Hyundai,Venue,2015,75402,1131769,424266
Hyundai,i20,2017,118054,726573,254300
Tata,Punch,2017,48216,997279,349047
Tata,Punch,2020,31231,954457,439478
Tata,Punch,2021,107119,910188,546691
Tata,Nexon,2021,114553,1277463,681344
Mahindra,Thar Roxx,2016,19964,1836818,655630
Mahindra,Thar Roxx,2015,13709,1880139,658048
Tata,Nexon,2022,92552,1188084,901952
Mahindra,Scorpio,2020,60953,1647066,651723
Tata,Harrier,2020,70368,1746992,1086414
Mahindra,Scorpio,2017,89863,1587606,588608
Hyundai,Creta,2025,47446,1379547,1297710
Honda,Amaze,2023,13587,798781,638084
Hyundai,Creta,2015,65269,1343505,470226
Maruti,Baleno,2016,22152,880696,308243
Honda,Amaze,2024,60356,871102,662320
Tata,Harrier,2017,70730,1844687,645640
Mahindra,Thar Roxx,2025,86798,1863810,1657684
Mahindra,Thar Roxx,2025,10698,1926650,1788478
Maruti,Baleno,2017,44534,827775,289721
Honda,Amaze,2017,44996,785965,400544
Honda,Amaze,2016,116718,763233,267131
Tata,Harrier,2017,79538,1846390,786421
Honda,Amaze,2021,84976,866660,512370
Tata,Punch,2022,86455,862881,486714
Maruti,Brezza,2021,110994,1117062,500064
Tata,Harrier,2023,53254,1872986,1260054
Honda,Amaze,2015,11737,931616,326065
Maruti,Baleno,2016,20560,753152,263603
Honda,Civic,2016,95388,1781210,623423
Hyundai,i20,2024,35132,742983,613751
Honda,City,2015,36361,1159478,405817
Mahindra,Scorpio,2021,114476,1681133,1141863
Maruti,Brezza,2016,64645,1010901,353815
Maruti,Swift,2024,85685,773395,629181
Tata,Nexon,2017,106804,1203140,564227
Mahindra,Scorpio,2015,113242,1626614,569314
Hyundai,Venue,2016,24012,1149147,554922
Maruti,Swift,2020,33103,732736,256457
Tata,Harrier,2018,17462,1729478,605317
Honda,Civic,2015,103860,1795095,628283
Mahindra,Scorpio,2025,114087,1540936,1459116
